Team_1,Team_2,Team_1_goals,Team_2_goals,Total_goals,ALFIE_rating,Total_games 
Old Johnians FC,Lancing Old Boys II,8,2,10,2.6666666666666665,3
Old Johnians FC,London Welsh F.C.,5,4,9,5.0,1
Old Johnians FC,Old Albanians SA,5,5,10,6.0,1
Old Johnians FC,Old Aldenhamians II,9,0,9,0.0,1
Old Johnians FC,Old Alleynians AFC II,16,13,29,4.166666666666667,6
Old Johnians FC,Old Amplefordians,11,3,14,1.0,2
Old Johnians FC,Old Bancroftians AFC,5,3,8,3.5,2
Old Johnians FC,Old Brentwoods II,3,2,5,4.0,1
Old Johnians FC,Old Carthusians III,18,5,23,2.0,4
Old Johnians FC,Old Chigwellians II,1,3,4,3.0,1
Old Johnians FC,Old Cholmeleians III,9,1,10,0.0,1
Old Johnians FC,Old Columbans,15,8,23,2.25,4
Old Johnians FC,Old Dorkinians,3,2,5,4.0,1
Old Johnians FC,Old Epsomians,6,7,13,3.75,4
Old Johnians FC,Old Harrovians III,18,2,20,0.6666666666666666,3
Old Johnians FC,Old Malvernians II,6,5,11,3.5,2
Old Johnians FC,Old Merchant Taylors,4,6,10,4.0,2
Old Johnians FC,Old Merchant Taylors II,9,6,15,3.6666666666666665,3
Old Johnians FC,Old Rugbeians,20,10,30,3.25,8
Old Johnians FC,Old Salopians II,6,4,10,3.0,2
Old Johnians FC,Old Sennockians,2,2,4,3.5,2
Old Johnians FC,Old Stoics,5,0,5,2.0,2
Old Johnians FC,Old Suttonians SV,10,4,14,3.25,4
Old Johnians FC,Old Tonbridgians II,14,7,21,2.5,4
Old Johnians FC,Old Wellingtonians,13,7,20,3.0,4
Old Johnians FC,Old Westminsters II,9,3,12,2.3333333333333335,3
Old Johnians FC,Old Wokingians,2,1,3,4.0,1
Old Johnians FC,Old Wykehamists II,12,2,14,1.0,2
Old Johnians FC,St. John's School,0,0,0,4.0,1
Old Johnians II,KCS Old Boys II,1,7,8,0.0,1
Old Johnians II,Old Amplefordians,3,4,7,4.0,1
Old Johnians II,Old Brentwoods IV,7,8,15,5.0,2
Old Johnians II,Old Canfordians,4,2,6,3.5,2
Old Johnians II,Old Cheltonians,5,8,13,3.0,3
Old Johnians II,Old Harrovians III,3,6,9,3.0,2
Old Johnians II,Old Johnians,4,4,8,6.0,1
Old Johnians II,Old King's Scholars,0,3,3,2.0,1
Old Johnians II,Old Oundelians,7,1,8,2.0,2
Old Johnians II,Old Salopians II,8,2,10,2.0,2
Old Johnians II,Old Shirburnians,1,2,3,4.0,1
Old Johnians II,Old Stoics,4,3,7,4.5,2
Old Johnians II,Old Tonbridgians II,0,5,5,2.0,2
Old Johnians II,Old Wellingtonians,4,4,8,4.0,2
Old Johnians II,Old Westminsters II,1,4,5,2.0,1
Old Josephians,KCS Old Boys,0,16,16,1.0,1
Old Kimboltonians,KCS Old Boys,5,14,19,1.5,2
Old Kimboltonians,Kimbolton School 1st XI,10,3,13,2.75,4
Old Kimboltonians,Kings College Wimbledon II,11,7,18,2.75,4
Old Kimboltonians,Lancing Old Boys,11,5,16,2.0,4
Old Kimboltonians,Old Albanians,11,5,16,3.0,2
Old Kimboltonians,Old Albanians SA,14,6,20,2.0,3
Old Kimboltonians,Old Aldenhamians,28,17,45,3.375,8
Old Kimboltonians,Old Alleynians,3,0,3,2.0,1
Old Kimboltonians,Old Alleynians AFC,4,5,9,4.5,2
Old Kimboltonians,Old Alleynians AFC II,4,6,10,4.0,2
Old Kimboltonians,Old Alleynians AFC III,4,4,8,6.0,1
Old Kimboltonians,Old Alleynians II,12,19,31,2.1666666666666665,6
Old Kimboltonians,Old Alleynians III,5,2,7,3.5,2
Old Kimboltonians,Old Amplefordians,12,3,15,1.0,2
Old Kimboltonians,Old Ardinians,9,16,25,3.6,5
Old Kimboltonians,Old Bancroftians AFC,10,3,13,2.0,2
Old Kimboltonians,Old Berkhamstedians,6,5,11,4.5,2
Old Kimboltonians,Old Bradfieldians,1,3,4,3.0,1
Old Kimboltonians,Old Brentwoods,1,4,5,2.0,1
Old Kimboltonians,Old Brentwoods II,18,6,24,2.8333333333333335,6
Old Kimboltonians,Old Brentwoods III,3,3,6,4.5,2
Old Kimboltonians,Old Carthusians II,2,2,4,5.0,1
Old Kimboltonians,Old Chigwellians,6,4,10,4.0,2
Old Kimboltonians,Old Chigwellians II,24,15,39,3.857142857142857,7
Old Kimboltonians,Old Chigwellians III,8,2,10,2.0,2
Old Kimboltonians,Old Cholmeleians II,16,20,36,3.625,8
Old Kimboltonians,Old Columbans,2,1,3,4.0,1
Old Kimboltonians,Old Epsomians,6,3,9,3.6666666666666665,3
Old Kimboltonians,Old Etonians,1,3,4,3.0,1
Old Kimboltonians,Old Etonians II,18,19,37,3.7142857142857144,7
Old Kimboltonians,Old Foresters II,4,1,5,2.0,1
Old Kimboltonians,Old Foresters III,13,3,16,2.0,3
Old Kimboltonians,Old Haberdashers,2,1,3,4.0,1
Old Kimboltonians,Old Harrovians,7,0,7,0.0,1
Old Kimboltonians,Old Harrovians II,9,2,11,2.3333333333333335,3
Old Kimboltonians,Old Harrovians III,13,4,17,2.3333333333333335,3
Old Kimboltonians,Old King's Scholars,10,4,14,3.0,3
Old Kimboltonians,Old Malvernians,12,8,20,4.25,4
Old Kimboltonians,Old Marlburians,3,1,4,3.0,1
Old Kimboltonians,Old Merchant Taylors,5,0,5,0.0,1
Old Kimboltonians,Old Merchant Taylors II,9,2,11,1.0,2
Old Kimboltonians,Old Oundelians,2,8,10,0.0,1
Old Kimboltonians,Old Radleians,10,11,21,3.0,4
Old Kimboltonians,Old Reptonians,2,3,5,4.0,2
Old Kimboltonians,Old Rugbeians,5,6,11,5.0,2
Old Kimboltonians,Old Salopians,5,14,19,2.75,4
Old Kimboltonians,Old Salopians II,3,1,4,2.5,2
Old Kimboltonians,Old Sennockians,10,4,14,3.0,3
Old Kimboltonians,Old Shirburnians,12,9,21,2.4,5
Old Kimboltonians,Old Stoics,12,5,17,1.5,2
Old Kimboltonians,Old Tonbridgians,1,2,3,4.0,1
Old Kimboltonians,Old Tonbridgians II,21,4,25,2.0,4
Old Kimboltonians,Old Wellingburians,9,7,16,1.3333333333333333,3
Old Kimboltonians,Old Westminsters II,5,0,5,0.0,1
Old Kimboltonians,Old Wykehamists,2,3,5,4.0,1
Old Kimboltonians,Old Wykehamists II,6,0,6,0.0,1
Old Kimboltonians Vets,Old Brentwoods Vets,0,1,1,3.0,1
Old Kimboltonians Vets,Old Etonians Vets,1,6,7,0.0,1
Old Kimboltonians Vets,Old Foresters Vets,0,1,1,3.0,1
Old Kimboltonians Vets,Old Westminsters Vets,2,1,3,4.0,1
Old King's Scholars,Alleyn Old Boys,0,5,5,0.0,1
Old King's Scholars,Bealonians,1,2,3,4.0,1
Old King's Scholars,KCS Old Boys,1,21,22,0.3333333333333333,3
Old King's Scholars,KCS Old Boys II,3,2,5,4.0,1
Old King's Scholars,Kings College Wimbledon III,7,4,11,3.5,2
Old King's Scholars,Lancing Old Boys,1,11,12,2.0,2
Old King's Scholars,Lancing Old Boys II,8,12,20,3.0,5
Old King's Scholars,Old Albanians SA,2,7,9,3.0,3
Old King's Scholars,Old Aldenhamians,3,18,21,2.0,5
Old King's Scholars,Old Alleynians AFC II,3,4,7,4.0,2
Old King's Scholars,Old Alleynians AFC III,3,7,10,3.0,2
Old King's Scholars,Old Amplefordians,29,25,54,3.8,10
Old King's Scholars,Old Ardinians,1,10,11,1.0,2
Old King's Scholars,Old Ardinians II,7,8,15,5.0,2
Old King's Scholars,Old Bancroftians AFC,4,7,11,3.25,4
Old King's Scholars,Old Berkhamstedians II,10,11,21,3.1666666666666665,6
Old King's Scholars,Old Blues II,2,0,2,2.0,1
Old King's Scholars,Old Bradfieldians,3,16,19,2.0,4
Old King's Scholars,Old Brentwoods II,7,14,21,3.5,4
Old King's Scholars,Old Brentwoods III,10,18,28,2.0,4
Old King's Scholars,Old Brentwoods IV,5,4,9,3.6666666666666665,3
Old King's Scholars,Old Carthusians,0,5,5,0.0,1
Old King's Scholars,Old Carthusians II,1,4,5,2.0,1
Old King's Scholars,Old Carthusians III,3,7,10,2.0,1
Old King's Scholars,Old Chigwellians II,2,2,4,4.5,2
Old King's Scholars,Old Cholmeleians II,2,5,7,3.3333333333333335,3
Old King's Scholars,Old Citizens,0,5,5,0.0,1
Old King's Scholars,Old Columbans,0,5,5,0.0,1
Old King's Scholars,Old Eastbournians,4,5,9,4.5,2
Old King's Scholars,Old Epsomians,4,3,7,4.0,1
Old King's Scholars,Old Epsomians II,0,3,3,2.0,1
Old King's Scholars,Old Etonians II,0,3,3,2.5,2
Old King's Scholars,Old Finchleians,2,7,9,2.5,2
Old King's Scholars,Old Foresters,1,0,1,3.0,1
Old King's Scholars,Old Foresters II,7,7,14,5.5,2
Old King's Scholars,Old Haberdashers,9,11,20,2.5,4
Old King's Scholars,Old Haileyburians,8,12,20,3.5,4
Old King's Scholars,Old Harrovians III,20,24,44,3.1,10
Old King's Scholars,Old Johnians II,3,0,3,2.0,1
Old King's Scholars,Old Kimboltonians,4,10,14,3.0,3
Old King's Scholars,Old Kingstonians,5,6,11,5.0,2
Old King's Scholars,Old Kingstonians KGS,8,7,15,3.0,2
Old King's Scholars,Old Lyonians,3,4,7,4.0,1
Old King's Scholars,Old Malvernians,2,6,8,3.0,2
Old King's Scholars,Old Meadonians IV,0,1,1,3.0,1
Old King's Scholars,Old Minchendenians,0,1,1,3.0,1
Old King's Scholars,Old Parkonians,6,10,16,1.0,2
Old King's Scholars,Old Radleians,7,13,20,2.25,4
Old King's Scholars,Old Reptonians,1,13,14,1.3333333333333333,3
Old King's Scholars,Old Salopians,1,7,8,2.0,2
Old King's Scholars,Old Salopians II,4,2,6,3.0,1
Old King's Scholars,Old Shirburnians,17,22,39,3.5833333333333335,12
Old King's Scholars,Old Stoics,14,16,30,3.3333333333333335,6
Old King's Scholars,Old Suttonians,3,2,5,4.0,1
Old King's Scholars,Old Tonbridgians,1,12,13,0.5,2
Old King's Scholars,Old Tonbridgians II,10,11,21,4.0,4
Old King's Scholars,Old Wellingtonians,18,16,34,2.6666666666666665,9
Old King's Scholars,Old Westminsters,8,15,23,3.0,4
Old King's Scholars,Old Westminsters II,17,40,57,2.2,10
Old King's Scholars,Old Wilsonians,4,3,7,4.0,1
Old King's Scholars,Old Wykehamists,6,14,20,2.25,4
Old King's Scholars,Old Wykehamists II,10,7,17,2.25,4
Old King's Scholars,Southgate County,6,1,7,0.0,1
Old King's Scholars,"The King's School, Canterbury",5,11,16,2.5,2
Old King's Scholars,UCL Academicals V,4,0,4,1.0,1
Old King's Scholars,Wood Green Old Boys,1,0,1,3.0,1
Old Kingsburians,Old Brentwoods II,3,1,4,3.0,1
Old Kingsburians,Old Carthusians III,2,2,4,5.0,1
Old Kingsburians,Old Cholmeleians II,2,4,6,3.0,1
Old Kingsburians,Old Columbans,0,3,3,2.0,1
Old Kingsburians,Old Foresters,1,7,8,0.0,1
Old Kingstonians,Kingston Grammar School 1st XI,6,4,10,4.0,2
Old Kingstonians,Lancing Old Boys II,15,5,20,3.0,2
Old Kingstonians,Old Albanians SA,0,3,3,2.0,1
Old Kingstonians,Old Aldenhamians,1,5,6,2.0,1
Old Kingstonians,Old Amplefordians,7,14,21,3.4,5
Old Kingstonians,Old Ardinians,0,4,4,1.0,1
Old Kingstonians,Old Ardinians II,4,5,9,4.5,2
Old Kingstonians,Old Berkhamstedians II,3,18,21,1.5,4
Old Kingstonians,Old Bradfieldians,0,8,8,0.0,1
Old Kingstonians,Old Brentwoods III,5,5,10,4.0,2
Old Kingstonians,Old Brentwoods IV,3,4,7,3.5,2
Old Kingstonians,Old Canfordians,7,7,14,3.5,2
Old Kingstonians,Old Carthusians II,2,0,2,2.0,1
Old Kingstonians,Old Cheltonians,7,4,11,2.3333333333333335,3
Old Kingstonians,Old Cranleighans,2,2,4,4.0,2
Old Kingstonians,Old Eastbournians,8,10,18,2.75,4
Old Kingstonians,Old Felstedians,9,0,9,0.0,1
Old Kingstonians,Old Harrovians III,3,8,11,3.0,2
Old Kingstonians,Old King's Scholars,6,5,11,5.0,2
Old Kingstonians,Old Oundelians,12,4,16,3.0,4
Old Kingstonians,Old Salopians II,19,16,35,1.6666666666666667,6
Old Kingstonians,Old Stoics,13,3,16,2.5,2
Old Kingstonians,Old Tonbridgians II,3,5,8,4.0,2
Old Kingstonians,Old Wellingtonians,9,8,17,3.6666666666666665,3
Old Kingstonians,Old Westminsters II,14,14,28,2.6666666666666665,6
Old Kingstonians,Old Wykehamists II,7,4,11,2.3333333333333335,3
Old Kingstonians,St Edwards OSE,0,2,2,2.0,1
Old Kingstonians KGS,Kingston Grammar School 1st XI,6,6,12,3.5,2
Old Kingstonians KGS,Lancing Old Boys,1,5,6,3.0,2
Old Kingstonians KGS,Old Alleynians AFC III,3,10,13,2.0,2
Old Kingstonians KGS,Old Amplefordians,19,12,31,3.0,5
Old Kingstonians KGS,Old Ardinians,2,5,7,3.3333333333333335,3
Old Kingstonians KGS,Old Berkhamstedians II,12,13,25,2.8,5
Old Kingstonians KGS,Old Carthusians,0,9,9,0.0,1
Old Kingstonians KGS,Old Cholmeleians II,1,6,7,0.0,1
Old Kingstonians KGS,Old Dorkinians,6,0,6,0.0,1
Old Kingstonians KGS,Old Eastbournians,7,7,14,3.6666666666666665,3
Old Kingstonians KGS,Old Gregorians,3,5,8,4.0,1
Old Kingstonians KGS,Old Harrovians III,2,4,6,3.0,1
Old Kingstonians KGS,Old King's Scholars,7,8,15,3.0,2
Old Kingstonians KGS,Old Pauline,5,0,5,0.0,1
Old Kingstonians KGS,Old Reptonians,0,3,3,2.0,1
Old Kingstonians KGS,Old Salopians II,5,1,6,2.0,1
Old Kingstonians KGS,Old Shirburnians,10,11,21,5.0,3
Old Kingstonians KGS,Old Stoics,0,6,6,0.0,1
Old Kingstonians KGS,Old Westminsters II,14,22,36,2.7142857142857144,7
Old Kingstonians KGS,Old Wokingians,5,0,5,0.0,1
Old Kingstonians KGS,Old Wykehamists II,8,12,20,3.25,4
Old Kingstonians KGS,South Bank Cuaco,2,2,4,5.0,1
Old Lyonians,Kings College Wimbledon II,3,9,12,0.0,1
Old Lyonians,Old Chigwellians,3,2,5,4.0,1
Old Lyonians,Old Chigwellians Vets,0,4,4,1.0,1
Old Lyonians,Old Cholmeleians,1,7,8,0.0,1
Old Lyonians,Old Etonians,2,4,6,3.0,1
Old Lyonians,Old Haileyburians Vets,1,3,4,3.0,1
Old Lyonians,Old King's Scholars,4,3,7,4.0,1
Old Magdalenians,Old Aldenhamians,1,4,5,2.0,1
Old Magdalenians,Old Reptonians,0,8,8,0.0,1
Old Malvernians,Fulham Compton Old Boys,0,5,5,0.0,1
Old Malvernians,IB Albion,1,8,9,0.0,1
Old Malvernians,KCS Old Boys,0,5,5,0.0,1
Old Malvernians,Lancing Old Boys,11,23,34,3.125,8
Old Malvernians,Latymer Old Boys,2,8,10,0.0,1
Old Malvernians,London Welsh F.C.,1,3,4,3.0,1
Old Malvernians,Malvern College 1st XI,10,6,16,3.6666666666666665,6
Old Malvernians,Mickleham Old Boxhillians FC,4,4,8,6.0,1
Old Malvernians,Old Aldenhamians,38,30,68,3.0,15
Old Malvernians,Old Alleynians AFC,7,15,22,3.2,5
Old Malvernians,Old Alleynians II,6,4,10,4.0,2
Old Malvernians,Old Berkhamstedians,16,22,38,3.2,10
Old Malvernians,Old Bradfieldians,27,33,60,3.1,10
Old Malvernians,Old Brentwoods,12,32,44,2.75,8
Old Malvernians,Old Carthusians,2,11,13,1.0,2
Old Malvernians,Old Carthusians II,0,5,5,0.0,1
Old Malvernians,Old Chigwellians,9,40,49,1.8888888888888888,9
Old Malvernians,Old Chigwellians II,6,4,10,4.0,2
Old Malvernians,Old Cholmeleians,16,36,52,3.230769230769231,13
Old Malvernians,Old Cholmeleians II,6,6,12,4.0,2
Old Malvernians,Old Citizens,1,0,1,3.0,1
Old Malvernians,Old Epsomians,6,2,8,2.0,1
Old Malvernians,Old Etonians,4,11,15,2.6666666666666665,3
Old Malvernians,Old Etonians II,2,10,12,1.0,2
Old Malvernians,Old Foresters,2,24,26,0.0,3
Old Malvernians,Old Haileyburians,8,15,23,3.5,6
Old Malvernians,Old Harrovians,19,36,55,2.727272727272727,11
Old Malvernians,Old Harrovians II,5,7,12,4.5,2
Old Malvernians,Old Johnians,6,13,19,2.5,2
Old Malvernians,Old Kimboltonians,8,12,20,4.25,4
Old Malvernians,Old King's Scholars,6,2,8,3.0,2
Old Malvernians,Old Marlburians,19,27,46,3.25,12
Old Malvernians,Old Merchant Taylors,3,2,5,4.0,1
Old Malvernians,Old Millfieldians,1,6,7,2.0,2
Old Malvernians,Old Radleians,52,45,97,3.7222222222222223,18
Old Malvernians,Old Reptonians,29,38,67,2.533333333333333,15
Old Malvernians,Old Rugbeians,8,20,28,2.1666666666666665,6
Old Malvernians,Old Salopians,15,33,48,2.9,10
Old Malvernians,Old Sennockians,5,2,7,3.0,2
Old Malvernians,Old Strand Academicals,2,1,3,4.0,1
Old Malvernians,Old Tiffinians,5,2,7,2.0,1
Old Malvernians,Old Tollingtonians,2,5,7,2.0,1
Old Malvernians,Old Tonbridgians,4,15,19,2.5,4
Old Malvernians,Old Tonbridgians II,5,4,9,5.0,1
Old Malvernians,Old Uffingtonians FC,4,6,10,3.0,2
Old Malvernians,Old Wellingtonians,15,14,29,2.8333333333333335,6
Old Malvernians,Old Westminsters,21,37,58,3.0,11
Old Malvernians,Old Wykehamists,25,36,61,3.0833333333333335,12
Old Malvernians,Spaniards,3,3,6,5.0,1
Old Malvernians,TBC,2,1,3,4.0,1
Old Malvernians,University of Hertfordshire,5,3,8,4.0,1
Old Malvernians,Wood Green Old Boys,6,0,6,0.0,1
Old Malvernians II,Kings College Wimbledon II,8,6,14,2.3333333333333335,3
Old Malvernians II,Kings College Wimbledon III,4,7,11,3.5,2
Old Malvernians II,Malvern College 2nd XI,3,3,6,3.5,2
Old Malvernians II,Old Aldenhamians II,1,2,3,4.0,1
Old Malvernians II,Old Alleynians AFC II,6,9,15,1.0,2
Old Malvernians II,Old Amplefordians,4,14,18,2.5,4
Old Malvernians II,Old Bancroftians AFC,3,2,5,4.0,2
Old Malvernians II,Old Berkhamstedians,2,5,7,2.0,1
Old Malvernians II,Old Brentwoods II,0,8,8,1.0,2
Old Malvernians II,Old Brentwoods III,12,4,16,2.0,4
Old Malvernians II,Old Brentwoods IV,7,2,9,2.5,2
Old Malvernians II,Old Chigwellians III,5,4,9,4.5,2
Old Malvernians II,Old Chigwellians IV,10,1,11,1.5,2
Old Malvernians II,Old Cholmeleians IV,12,1,13,1.0,1
Old Malvernians II,Old Citizens,12,12,24,3.8333333333333335,6
Old Malvernians II,Old Eastbournians,6,2,8,2.5,2
Old Malvernians II,Old Epsomians,5,7,12,4.0,1
Old Malvernians II,Old Foresters III,11,3,14,2.0,2
Old Malvernians II,Old Foresters IV,9,0,9,0.0,1
Old Malvernians II,Old Harrovians II,0,5,5,0.0,1
Old Malvernians II,Old Harrovians III,2,5,7,3.0,2
Old Malvernians II,Old Johnians FC,5,6,11,3.5,2
Old Malvernians II,Old Merchant Taylors II,2,10,12,2.0,2
Old Malvernians II,Old Millfieldians,4,8,12,3.5,2
Old Malvernians II,Old Oundelians,2,5,7,3.5,2
Old Malvernians II,Old Rugbeians,7,12,19,3.25,4
Old Malvernians II,Old Salopians II,2,9,11,2.0,2
Old Malvernians II,Old Stoics,2,9,11,2.3333333333333335,3
Old Malvernians II,Old Tonbridgians II,2,6,8,2.5,2
Old Malvernians II,Old Westminsters II,12,13,25,3.8333333333333335,6
Old Malvernians II,Old Wykehamists II,0,3,3,2.0,1
Old Malvernians II,TBC,0,5,5,0.0,1
Old Malvernians Vets,KCS Old Boys Vets,1,2,3,4.0,1
Old Malvernians Vets,Lancing Old Boys Vets,5,6,11,3.5,2
Old Malvernians Vets,Old Bradfieldians Vets,7,5,12,4.5,2
Old Malvernians Vets,Old Brentwoods Vets,5,4,9,3.6666666666666665,3
Old Malvernians Vets,Old Carthusians Vets,5,2,7,2.0,1
Old Malvernians Vets,Old Chigwellians Vets,3,1,4,3.0,1
Old Malvernians Vets,Old Etonians Vets,5,4,9,4.0,3
Old Malvernians Vets,Old Foresters Vets,10,17,27,2.75,4
Old Malvernians Vets,Old Harrovians Vets,17,10,27,3.0,4
Old Malvernians Vets,Old Reptonians Vets,6,2,8,2.5,2
Old Malvernians Vets,Old Salopians Vets,0,8,8,1.0,2
Old Malvernians Vets,Old Tonbridgians Vets,10,7,17,0.6666666666666666,3
Old Malvernians Vets,Old Westminsters Vets,1,2,3,4.0,1
Old Malvernians Vets,Old Wykehamists Vets,5,0,5,2.0,2
Old Manorians,Old Aldenhamians II,2,3,5,4.0,1
Old Manorians,Old Carthusians II,3,2,5,4.0,1
Old Manorians,Old Cholmeleians II,2,5,7,2.0,1
Old Manorians,Old Foresters,3,2,5,4.0,1
Old Manorians,Old Foresters II,5,3,8,4.0,1
Old Marlburians,KCS Old Boys,6,11,17,3.3333333333333335,6
Old Marlburians,Kings College Wimbledon II,6,8,14,1.0,2
Old Marlburians,Lancing Old Boys,40,29,69,2.857142857142857,14
Old Marlburians,Lancing Old Boys II,7,3,10,3.3333333333333335,3
Old Marlburians,Marlborough College 1st XI,27,9,36,2.4,5
Old Marlburians,Old Aldenhamians,14,8,22,3.25,4
Old Marlburians,Old Aldenhamians II,20,8,28,2.5,4
Old Marlburians,Old Alleynians AFC,6,13,19,3.25,4
Old Marlburians,Old Ardinians,6,3,9,3.0,2
Old Marlburians,Old Bancroftians AFC,2,1,3,4.0,1
Old Marlburians,Old Berkhamstedians,32,19,51,2.5555555555555554,9
Old Marlburians,Old Bradfieldians,7,1,8,2.0,2
Old Marlburians,Old Brentwoods,15,26,41,2.1666666666666665,6
Old Marlburians,Old Brentwoods II,9,3,12,2.5,2
Old Marlburians,Old Carthusians,7,29,36,1.8571428571428572,7
Old Marlburians,Old Carthusians II,9,6,15,3.8,5
Old Marlburians,Old Carthusians III,6,4,10,3.0,2
Old Marlburians,Old Chigwellians,25,34,59,2.75,12
Old Marlburians,Old Chigwellians II,12,5,17,2.6666666666666665,3
Old Marlburians,Old Cholmeleians,9,17,26,2.5714285714285716,7
Old Marlburians,Old Cholmeleians II,9,4,13,2.5,2
Old Marlburians,Old Etonians,8,17,25,2.6666666666666665,6
Old Marlburians,Old Etonians II,9,4,13,2.5,2
Old Marlburians,Old Foresters,5,27,32,2.5,10
Old Marlburians,Old Foresters II,6,2,8,3.3333333333333335,3
Old Marlburians,Old Haberdashers,9,1,10,2.0,2
Old Marlburians,Old Haileyburians,15,2,17,1.5,2
Old Marlburians,Old Harrovians,30,31,61,2.5384615384615383,13
Old Marlburians,Old Harrovians II,6,2,8,3.0,2
Old Marlburians,Old Johnians,7,11,18,3.5,4
Old Marlburians,Old Kimboltonians,1,3,4,3.0,1
Old Marlburians,Old Malvernians,27,19,46,3.25,12
Old Marlburians,Old Millfieldians,4,3,7,4.0,1
Old Marlburians,Old Radleians,21,16,37,3.7777777777777777,9
Old Marlburians,Old Reptonians,35,27,62,2.3333333333333335,12
Old Marlburians,Old Rugbeians,26,14,40,2.625,8
Old Marlburians,Old Salopians,27,35,62,2.8666666666666667,15
Old Marlburians,Old Salopians II,7,2,9,2.5,2
Old Marlburians,Old Tonbridgians,11,29,40,2.875,8
Old Marlburians,Old Wellingtonians,7,2,9,1.5,2
Old Marlburians,Old Westminsters,28,23,51,3.6666666666666665,12
Old Marlburians,Old Wykehamists,20,24,44,1.8888888888888888,9
Old Marlburians,Old Wykehamists II,9,1,10,1.0,2
Old Meadonians,Kings College Wimbledon II,6,1,7,0.0,1
Old Meadonians,Old Alleynians,2,3,5,4.0,1
Old Meadonians,Old Brentwoods II,5,3,8,4.0,1
Old Meadonians,Old Carthusians,1,3,4,3.0,1
Old Meadonians,Old Carthusians II,2,1,3,4.0,1
Old Meadonians,Old Carthusians III,0,1,1,3.0,1
Old Meadonians,Old Eastbournians,2,2,4,3.5,2
Old Meadonians,Old Etonians,3,2,5,4.0,1
Old Meadonians,Old Foresters,6,4,10,4.0,2
Old Meadonians,Old Rugbeians,3,5,8,4.0,1
Old Meadonians,Old Sennockians,6,5,11,5.0,1
Old Meadonians,Old Tonbridgians II,4,5,9,5.0,1
Old Meadonians IV,Old King's Scholars,1,0,1,3.0,1
Old Meadonians VI,Old Haberdashers,4,8,12,2.0,1
Old Merchant Taylors,East Barnet Old Grammarians,1,1,2,4.0,1
Old Merchant Taylors,Enfield Old Grammarians III,0,5,5,0.0,1
Old Merchant Taylors,KCS Old Boys II,3,1,4,3.5,2
